RepeatStatus,Gender,MEMBER_RATING,Accepts Marketing,Discount_Percentage,OrderHighLow,Installment,Payment Method,Source,PersonalizationDone,NumberItemsTotal,Briefcases,Backpacks,Clutches,Duffels,Totes,Messengers,Bifold Wallets,Coin & Card Holders,Passport Wallets,Long Wallets,Luggage Tags,Lanyard,Bag Straps,Bracelets,LineItemCleanedDesc,accent,adjustable,administration,airport,antique,antitheft,apple,attach,augustus,bead,bill,bind,black,blend,blue,boarding,book,bottle,box,cabin,cable,canvas,cash,chain,charger,charm,check,checkpointfriendly,classic,clearance,clip,closure,contrast,cordura,cotton,cow,crest,cross,deboss,detachable,discreet,embellish,envelope,excella,flat,fleurdeli,gold,green,grey,gusset,hardware,herringbone,hide,horse,houndstooth,hyde,italian,japan,jasper,kindle,knight,laptop,lining,macbook,matt,maverick,military,mouse,musketeer,neoprenepadde,neoprenepadded,nylon,orange,organic,oxblood,panther,paperwhite,passport,pen,plaid,pocket,pouch,pubacke,quick,red,reinforce,reversible,rfid,romaninspire,security,selfconceale,silver,sim,skull,sleeve,snap,spartan,stainless,steel,stone,strap,tablet,techfriendly,tortoise,transparent,tsa,twill,uvprinted,waterresistant,wax,webbing,white,wristlet,ykk,zirconia,OriginalRowId_Member,Subtotal,Total,Discount Amount
3,M,2,yes,0.00,Low,Cash,Stripe,web,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cotton blend herringbone oxblood bind rfid bill sim hide grey book box,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,188,188,0
0,M,2,no,0.35,Low,Cash,manual,shopify_draft_order,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,italian antique silver stainless steel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,63.7,63.7,34.3
0,M,4,no,0.00,Low,Cash,Stripe,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cow   cotton blend herringbone rfid lining ykk japan excella gold oxblood cash grey envelope,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5321,166,166,0
0,F,4,yes,0.00,Low,Cash,Stripe,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cotton blend herringbone oxblood bind rfid bill sim hide grey book box,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7421,246,246,0
0,M,4,no,0.00,Low,Cash,Stripe,web,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cow accent wax cotton canvas ykk japan excella matt silver houndstooth cotton lining   nylon pocket pocket neoprenepadde laptop laptop   tortoise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1471,355,370,0
2,M,5,no,0.03,Low,Cash,custom,web,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cow accent waterresistant pubacke nylon waterresistant maverick cotton canvas ykk japan excella gold nylon pen laptop apple macbook reinforce hide webbing reversible contrast oxblood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4904,338,338,10
0,F,2,yes,0.00,Low,Cash,Stripe,web,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,wax cotton blend herringbone oxblood bind rfid grey envelope,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3890,166,181,0
0,M,2,yes,0.00,Low,Cash,Stripe,web,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cow pubacke nylon herringbone lining ykk japan excella antique silver neoprenepadded laptop macbook pocket pen pocket detachable pouch detachable cotton strap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3423,437,437,0
0,F,3,yes,0.10,Low,Cash,custom,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cow accent waterresistant pubacke nylon waterresistant maverick cotton canvas ykk japan excella gold nylon pen laptop apple macbook reinforce hide webbing reversible contrast oxblood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1689,347.4,347.4,38.6
0,M,4,no,0.10,Low,Cash,Stripe,web,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cotton blend herringbone oxblood bind rfid bill sim hide grey book box,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5284,230.4,230.4,25.6
0,F,3,no,0.00,Low,Cash,custom,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Piso Money Clip Billfold stands out for its clever design of keeping all your cash and cards in svelte profile, a testament to the innovative ways associated with this man of influence. Meanwhile, its interior silver clip peeks out for that finishing touch.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4150,159,159,0
0,M,5,yes,0.02,High,Cash,custom,pos,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cow cross cow herringbone lining ykk japan excella antique silver chain quick book musketeer box,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3563,583,583,10
0,M,3,no,0.07,Low,Cash,custom,pos,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cow accent organic cotton canvas ykk japan excella matt silver houndstooth cotton lining   nylon pocket techfriendly pocket neoprenepadde tablet   tortoise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,550,204.7,204.7,14.3
0,M,0,yes,0.00,Low,Cash,Stripe,web,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cow accent organic cotton canvas ykk japan excella matt silver houndstooth cotton lining   nylon pocket techfriendly pocket neoprenepadde tablet   tortoise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,219,259,0
0,M,3,no,0.10,Low,Cash,GrabPay,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,cow accent waterresistant pubacke nylon waterresistant maverick cotton canvas ykk japan excella gold pen wristlet strap apple reversible contrast oxblood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7433,115.2,115.2,12.8
0,F,2,yes,0.05,Low,Cash,Stripe,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,wax cotton blend herringbone oxblood bind rfid bill sim hide grey book box,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2763,186,186,10
0,M,5,yes,0.00,Low,Cash,Stripe,web,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,herringbone cotton blend oxblood bill grey book box,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,217,217,0
0,F,3,no,0.05,Low,Cash,custom,web,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cow check lining red bill hyde crest deboss book hyde book box,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174,187.15,187.15,9.85
0,M,2,no,0.16,Low,Cash,custom,pos,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Sculpted with long slender lines, our SLIMMEST long wallet stores all your essentials, plus a slot for your SIM card and pin. A special RFID-blocking lining protects your credit cards from fraud, making it the perfect travel wallet that’s also stylish for the office or weekends.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,208.8,208.8,39.2
0,F,4,no,0.07,Low,Cash,custom,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cow   cotton blend herringbone rfid lining ykk japan excella gold oxblood cash sim grey envelope,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,945,166,166,12
2,F,5,yes,0.13,Low,Cash,custom,pos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cow waterresistant nylon cotton blend herringbone lining ykk japan excella gold pocket laptop detachable wristlet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3393,389,389,59
0,M,5,yes,0.05,Low,Cash,Stripe,web,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,stainless steel gold hardware matt black charm cotton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857,383.8,383.8,20.2
0,M,3,yes,0.05,Low,Cash,Stripe,web,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cow   cotton blend herringbone rfid oxblood red bind grey book box,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5297,148.2,148.2,7.8
0,F,4,yes,0.05,Low,Cash,Stripe,web,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nylon silver adjustable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813,45.6,45.6,2.4
0,F,4,yes,0.05,Low,Cash,Stripe,web,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,cotton blend herringbone oxblood bind rfid bill sim hide grey book box,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,224.2,224.2,11.8
0,M,4,yes,0.00,Low,Installment,"Atome - 3 easy payments, 0% interest",web,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cow   cotton blend herringbone rfid lining ykk japan excella gold oxblood cash sim grey envelope,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3742,178,178,0
5,M,3,yes,0.00,Low,Installment,"Atome - 3 easy payments, 0% interest",web,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,italian antique silver stainless steel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6043,98,98,0
